Sigla;Nome;Responsável
UNILA;Desarrollo de soluciones innovadoras utilizando biología sintética;CRISTIAN ANTONIO ROJAS
FSLM;ANÁLISES MICROBIOLÓGICAS E DE FORÇAS EM PRÓTESES DENTO E/OU MUCOSSUPORTADAS E PRÓTESES SOBRE IMPLANTES;MILTON EDSON MIRANDA
UNILA;Desarrollo y evaluación de bioinoculantes para la mejora sostenible de la agricultura;CRISTIAN ANTONIO ROJAS
UFBA;Desenvolvimento de um sistema autônomo de detecção e monitoramento de óleo no oceano;ANDRE TELLES DA CUNHA LIMA
UEM;PESQUISA & DESENVOLVIMENTO DO PROTÓTIPO DE UM VEÍCULO AUTÔNOMO SUSTENTÁVEL FOTO ELÉTRICO – VASFE;GLAUCIO PEDRO DE ALCANTARA
UNIMAR;GESTÃO DO CONHECIMENTO COMO ESTRATÉGIA PARA GERAÇÃO DE INOVAÇÕES EM STARTUPS DO CONNECT AMBIENTE DE INOVAÇÃO;CARLOS FRANCISCO BITENCOURT JORGE
UNIFESP;APLICATIVO MÓVEL PARA O AUXÍLIO NO TREINAMENTO DE MICROCIRURGIA;LYDIA MASAKO FERREIRA
UFCG;Emissão de gases em atividades florestais;FLAVIO CIPRIANO DE ASSIS DO CARMO
UFS;Produção de tintas cerâmicas para a indústria de revestimento;RONALDO SANTOS DA SILVA
UFPR;Projeto de desenvolvimento de aplicações de monitoramento integradas envolvendo hardware customizável e plataforma de software de supervisão em nuvem;EDUARDO ALVES PORTELA SANTOS
SENAI CIMATEC;BRAVE – Brazilian Agave Development: Desenvolvimento de rotas industriais para obtenção de etanol e coprodutos;LILIAN LEFOL NANI GUARIEIRO
UFPR;NAPIPA Novo Arranjo de Pesquisa e Inovação em Proteínas Alternativas;CARLA FORTE MAIOLINO MOLENTO
UEM;Terapia fotodinâmica como inovação tecnológica no tratamento de doenças infecciosas e tumores;PATRICIA DE SOUZA BONFIM DE MENDONCA
UFSCAR;PROJETO DE INOVAÇÃO: USO DE SUCATA DE USINAGEM DE AÇO INOXIDÁVEL NA PRODUÇÃO DE PÓ METÁLICO PARA APLICAÇÃO EM MANUFATURA ADITIVA;PITER GARGARELLA
UNIFESP;Desenvolvimento de nanodispersão de sílica e prata coloidal com propriedade antimicrobiana para polimento e selagem de porcelanato cerâmico;EDUARDO QUINTEIRO
PUCPR;Avaliação Diagnóstica para Análise de Maturidade e Desenvolvimento de Roadmap Tecnológico voltados à Transformação Digital e Indústria 4.0;EDUARDO DE FREITAS ROCHA LOURES
UFBA;OBTENÇÃO DE MOLÉCULAS RECOMBINANTES DE TOXOCARA CANIS VOLTADAS PARA IMUNODIAGNÓSTICO E IMUNOPROFILAXIA DE TOXOCARÍASE E IMUNOMODULAÇÃO DE DOENÇAS INFLAMATÓRIAS;NEUZA MARIA ALCANTARA NEVES
UDESC;Nancompósitos e Compósitos de Matrizes Poliméricas;LUIZ ANTONIO FERREIRA COELHO
UFPR;Plataforma de priorizacão de pacientes;JOSE EDUARDO PECORA JUNIOR
PUCPR;Supervisão Inteligente Integrada à Função Manutenção Industrial sob Requisitos da Indústria 4.0;EDUARDO DE FREITAS ROCHA LOURES
UEL;Implantação do processo de enfermagem no prontuário eletrônico do paciente em um hospital universitário público;MARIA DO CARMO FERNANDEZ LOURENCO HADDAD
UNIVÁS;APLICATIVO PARA MENSURAÇÃO DOS CUSTOS NA SEDAÇÃO CONSCIENTE COM ÓXIDO NITROSO;JOSE DIAS DA SILVA NETO
UFBA;SI2 - Instituto de Ciência, Tecnologia e Inovação para o Desenvolvimento de Sistemas Seguros, Inteligentes e Intensivos em Dados;EDUARDO SANTANA DE ALMEIDA
UFCG;Perbras Lab Experience;WILKERSON DE LUCENA ANDRADE
UFN;Empreendedorismo, Liderança e Tecnologias gerenciais e sociais em Enfermagem e Saúde Materno-Infantil;DIRCE STEIN BACKES
UNIVASSOURAS;Pacote tecnológico: capacitação do diagnóstico de leishmaniose canina.;THIAGO LUIZ PEREIRA MARQUES
PUCPR;Enterprise Interoperability Assessment – EIA: Proposta de um Modelo de Avaliação de Interoperabilidade Organizacional sob Cenário da Indústria 4.0 e Transformação Digital;EDUARDO DE FREITAS ROCHA LOURES
UFPE;INOVAÇÃO E DIAGNÓSTICO PARA ENFRENTAMENTO DO NOVO CORONAVÍRUS;MAIRA GALDINO DA ROCHA PITTA
UNIFESP;PesqEmpreende - Portal do Pesquisador;FABIO LUIS FALCHI DE MAGALHAES
UNIVASSOURAS;Pacote tecnológico de diagnóstico em oncologia veterinária (E-book, aplicativo e curso).;THIAGO LUIZ PEREIRA MARQUES
UCS;DESENVOLVIMENTO DE SISTEMA COMPUTACIONAL PARA COLETA E GERENCIAMENTO DE DADOS DE QUALIDADE DE  INCUBATÓRIO DE FRANGOS DE CORTE;SCHEILA DE AVILA E SILVA
UFT;A inovação pedagógica na monitoria acadêmica e gestão de disciplinas;GUILHERME BENKO DE SIQUEIRA
UFMT;Minerais e rochas industriais no estado de Mato Grosso: estudos de casos;RONALDO PIEROSAN
UCS;Garra;MATHEUS PARMEGIANI JAHN
FIOCRUZ;Desenvolvimento de vacinas RNA autoreplicativas para prevenção de doenças infecciosas e a preparação para novas emergências sanitárias;PATRICIA CRISTINA DA COSTA NEVES
UFAM;Desenvolvimento de materiais nanocompósitos com resistência ao COVID-19 visando a utilização em EPIs e superfícies duras de ambientes de hospitais do Estado do Amazonas (EDITAL N. 005/2020 - PCTI-EMERGESAÚDE - AM/FAPEAM);JOSE COSTA DE MACEDO NETO
UFGD;Ações na saúde indígena e na saúde da fronteira;CATIA PARANHOS MARTINS
UCS;FungiTech - FINEP;MARLI CAMASSOLA
UNISINOS;Soluções baseadas em Aprendizagem para Gerenciamento de Cidades Inteligentes.;RAFAEL KUNST
UFABC;CONVÊNIO UFABC/STC SILICONE TÉCNICO COMPOSTO LTDA e KINNER SILICONE RUBBER IND. COM. LTDA (Proc. UFABC No. 23006.021143/2023-03);WENDEL ANDRADE ALVES
UFERSA;Desenvolvimento de conteúdo técnico e capacitação EAD sobre Regularização Fundiária Urbana (MAPA);ALMIR MARIANO DE SOUSA JUNIOR
UFRGS;Inteligência Artificial aplicada às Ciências Sociais;HENRIQUE CARLOS DE OLIVEIRA DE CASTRO
UNESP-PRESIDENTE PRUDENTE;PROJETO LAB-PMDI – Laboratório de Produção de Material Dídático e Inclusivo;EVERTON CARLOS CREMA
UEL;Desenvolvimento e Avaliação de Aplicativo para Suporte Psicológico: SUPORTECOVID;SILVIA REGINA DE SOUZA ARRABAL GIL
UCS;ATCNST;ALEXANDRE JOSE GONCALVES AVINO
UFSM;Rota 2030 - FUNDEP: Desenvolvimento de motor automotivo movido a biohidrogênio para o mercado brasileiro;MARIO EDUARDO SANTOS MARTINS
UFSM;Motor a etanol de elevada densidade de potência para aeronaves de pequenoporte e/ou VANT;MARIO EDUARDO SANTOS MARTINS
UFRJ;Plataformas celulares para o estudofuncional de viroses emergentes e re-emergentes e triagem decompostos antivirais;DIEGO ALLONSO RODRIGUES DOS SANTOS DA SILVA
UNIVASF;SISTEMASYSBEE;EVA MONICA SARMENTO DA SILVA
ITA;Requisitos de Operação do Demonstrador Tecnológico do Voo Hipersônico Aspirado Autônomo 14-X W (PROSOLO);DERMEVAL CARINHANA JUNIOR
ITA;Ensaio em Voo do Demonstrador Tecnológico Scramjet 14-X S (PROVOO);DERMEVAL CARINHANA JUNIOR
UEL;Desenvolvimento e validação de um serious game sobre sede perioperatória;LIGIA FAHL FONSECA
UEL;Avaliação de um protocolo de segurança baseado em evidências para o manejo da sede em pacientes críticos.;LIGIA FAHL FONSECA
UNIFESP;Education Modernization Brazil, Colombia, Europe: The New Era of Digital Higher Education Cooperation;RUBENS LACERDA DE SA
UEL;Desenvolvimento de aplicativo de agendamento cirúrgico e redução de custos em centros cirúrgicos;DANIELLY NEGRAO GUASSU NOGUEIRA
UEL;Sede perioperatória: desenvolvimento e validação de uma proposição tecnológica cuidativo-educacional para a práxis na enfermagem;LIGIA FAHL FONSECA
UNIVÁS;APLICATIVO PARA DAR APOIO AOS PROFISSIONAIS DA SAÚDE NO CÁLCULO DO TI-RADS;GERALDO MAGELA SALOME
UNIVÁS;MATERIAL EDUCATIVO PARA ORIENTAR PAIS E CUIDADORES DE CRIANÇAS COM AUTISMO;GERALDO MAGELA SALOME
UFPR;ENGENHARIA DE EQUILÍBRIO DE FASES E DE  PROCESSOS APLICADOS À UTILIZAÇÂO DE RECURSOS RENOVÁVEIS;MARCOS LUCIO CORAZZA
UNIVÁS;PROTOCOLO ERAS NA ANESTESIOLOGIA: UM APLICATIVO PARA SMARTPHONE;DANIELA FRANCESCATO VEIGA
UFRN;Pesquisa e desenvolvimento de ingredientes e produtos a partir da polpa e resíduo de melão (Cucumis melo L.): obtenção e encapsulação de moléculas bioativas, investigação da segurança e do potencial efeito nas propriedades bioativas in vitro e in vivo;THAIS SOUZA PASSOS
UNICHRISTUS;Desenvolvimento de aplicativo para facilitar o processo de captação e distribuição de tecidos para transplante de córnea;JOAO CRISPIM MORAES LIMA RIBEIRO
UNICHRISTUS;Tecnologia de cuidado para pacientes alérgicos - AlertAlego;INGRID CORREIA NOGUEIRA
UFLA;Construção de um sistema inovador de isolamento, transporte de pessoas com doenças infectocontagiosas;SANDRO PEREIRA DA SILVA
FIOCRUZ;Desenvolvimento de plataformas para o diagnóstico sorológico de doenças  infecciosas utilizando antígenos recombinantes e quiméricos.;CHRISTIAN ROBSON DE SOUZA REIS
UFBA;Análise de proteínas de Corynebacterium pseudotuberculosis e sua utilidade in vitro para teste diagnóstico da tuberculose humana e linfadenite caseosa em pequenos ruminantes;SONGELI MENEZES FREIRE
UFT;Nanopartículas de ouro bioconjugadas com anticorpos para a detecção de SARS- COV-2 pela técnica de espalhamento de luz dinâmico (DLS);GLENDARA APARECIDA DE SOUZA MARTINS
UFBA;Avaliação imunológica de candidatos vacinais para a esquistossomose;LUCIANA SANTOS CARDOSO
UNICAMP;Avaliação de desfechos clínicos relacionados a suplementação proteica em crianças internadas em Terapia Intensiva Pediátrica com bronquiolite viral aguda sob ventilação mecânica. ( M - Felipe Ferreira de Almeida);ROBERTO JOSE NEGRAO NOGUEIRA
UFCG;Análise Inteligente de Propriedade Imaterial (AIPIM);CLAUDIO ELIZIO CALAZANS CAMPELO
UFBA;Silicio Poroso;ANTONIO FERREIRA DA SILVA
IFGOIANO;Avaliação do potencial de produção de biogás e qualidade do biofertilizante provenientes de suinocultura;ANA PAULA CARDOSO GOMIDE
USP;Ultrassonografia traqueal como ferramenta para definir o diâmetro externo da cânula orotraqueal em pacientes com cardiopatia congênita;HELIO MINAMOTO
UNILA;Desenvolvimento e otimização da técnica de sexação molecular em aves ameaçadas;CAROLINA ISABEL MINO
UNIVASSOURAS;Estudo da atividade biológica do substrato seco à base de casca de banana Prata, sobre as formas larvares do Schistosoma mansoni, em laboratório e campo experimental;ELIZABETH GOMES SANCHES
UFLA;DESENVOLVIMENTO DE PRODUTOS A BASE DE NANOCELULOSE E PRINCÍPIOS ATIVOS PROVENIENTES DE PLANTAS;JOAO MOREIRA NETO
UFMT;REALIDADE AUMENTADA NO ENSINO DO CICLO DA ÁGUA EM ESCOLAS E PARQUES DE CHAPADA DOS GUIMARÃES;IBRAIM FANTIN DA CRUZ
IFSC;Desenvolvimento de nanomateriais para aplicação diagnóstica e/ou terapêtica de câncer;ALEXANDRE D AGOSTINI ZOTTIS
UFRJ;Geração submarina de energia a partir do heave das UEP flutuantes;ROBSON FRANCISCO DA SILVA DIAS
UNICHRISTUS;Desenvolvimento e aprimoramento de simuladores realísticos para cirurgia em medicina;LUIZ GONZAGA DE MOURA JUNIOR
UFRJ;Sistemas Híbridos de Geração de Energia com Funcionalidade de Fornecer Serviços Ancilares à Rede Elétrica;ROBSON FRANCISCO DA SILVA DIAS
UCS;PREPARE-TID;ANDRE FELIPE STRECK
UB;Avaliação e instrumentação de agentes eletrofísicos em saúde;ALESSANDRA BAPTISTA
UFRJ;Conversão de CO2 a produtos de valor agregado.;JUSSARA LOPES DE MIRANDA
IFBA;Simulador didático de tomografia;MARCUS VINICIUS LINHARES DE OLIVEIRA
UFPA;Plataformização e Aplicação de Inteligência Artificial para Seleção de Currículos no Sistema Talentos Carreira RH;FILIPE DE OLIVEIRA SARAIVA
UFPE;Avaliação de impacto do uso de tablets por graduandos para atividades remotas no contexto da Pandemia Covid-19;MARCOS ALEXANDRE DE MELO BARROS
IFBA;HackInSDN;LEOBINO NASCIMENTO SAMPAIO
UCS;PREPARE-TID;ANDRE FELIPE STRECK
USP;Aplicação da inteligência artificial no diagnóstico por radiografia convencional e tomografia computadorizada do covid-19;CLAUDIA DA COSTA LEITE
UFPA;Plataformização e Aplicação de Inteligência Artificial para Seleção de Currículos no Sistema Talentos Carreira RH;FILIPE DE OLIVEIRA SARAIVA
USP;N01.02.11 - Estudo, Desenvolvimento, Projeto e implantação de área produtiva classificada de produção radiofarmacos para atendimento aos aspectos regulatórios de biocontenção e radiocontenção;DELVONEI ALVES DE ANDRADE
IFBA;SMART NAV: Framework de suporte a navegação e rastreabilidade de pacientes com câncer de mama;ALLAN EDGARD SILVA FREITAS
ANDIFES;IMPLANTAÇÃO DE RECURSOS DE ANÁLISE DE DADOS E BUSINESS INTELLIGENCE PARA APOIAR A GESTÃO DA EDUCAÇÃO MUNICIPAL;JORGE LUIS CAVALCANTI RAMOS
UFAM;SOFTWARE PARA INFORAMÇÃO ANESTÉSICA E AVALIAÇÃO PRÉ-OPERATÓRIA;JUSCIMAR CARNEIRO NUNES
UFAM;SOFTWARE PARA AVALIAÇÃO E EVOLUÇÃO PÓS-OPERATÓRIA EM CIRURGIA DE TÓRAX;FERNANDO LUIZ WESTPHAL
UEL;Capacitação de estudantes e profissionais da área da saúde por meio da simulação realística no laboratório de enfermagem - LITE- CCS;ELEINE APARECIDA PENHA MARTINS
USP-SÃO CARLOS;Rede TB Teranósticos: Desenvolvimento de Kits de Teste Rápido para o Diagnóstico da Tuberculose e de Novas Estratégias de Terapia para tratamento combinado da tuberculose resistente;VALTENCIR ZUCOLOTTO
UFAM;SOFTWARE PARA REGISTRO DE INFORAMÇÕES SOBRE O ACOMPANHAMENTO DE PACIENTES PRÉ E PÓS-OPERATÓRIO SUBMETIDOS À MASTECTOMIA;CONCEICAO MARIA GUEDES CROZARA
UFLA;Execução de ações de inclusão digital com a destinação sustentável de equipamentos do tipo TV Box apreendidos por autoridades federais;LUIZ HENRIQUE ANDRADE CORREIA
UFBA;Nanovacinas recombinantes para linfadenite caseosa;ROBERTO JOSE MEYER NASCIMENTO
UEL;NAPI Biodiversidade: Recursos Genéticos e Biotecnologia;ANDRE LUIZ MARTINEZ DE OLIVEIRA
UFV;Produção e teste de bioplástico funcionalizado com compostos bioativos;ANDREA DE OLIVEIRA BARROS RIBON
IFRS;Desenvolvimento de uma plataforma para apoiar cenários de atividades educacionais em grupo a distância configuráveis e extensíveis.;RODRIGO PRESTES MACHADO
UFES;Desenvolvimento de um biocompósito para a produção de equipamentos agrícolas para o controle de energia radiante em cultivos;JOSINALDO DE OLIVEIRA DIAS
UFU;Cerrado 4.0: Cafés Especiais na Era Digital;LIBIA DINIZ SANTOS
UFC;AQUI - Aplicativo para Qualificação Urbana Inteligente 1.0;NEWTON CELIO BECKER DE MOURA
UNB;AGROFLORESTANDO: Engajamento de atores e demandas de recursos para as ações de restauração ecológica e produtiva no Distrito Federal;CRISTIANE GOMES BARRETO
UFPE;Sistema nanoestruturado lab-on-a-chip multiparamétrico híbrido para o diagnóstico rápido de doenças infecciosas e microrganismos;CESAR AUGUSTO SOUZA DE ANDRADE
UCS;COLETA E SISTEMATIZAÇÃO DE DADOS SOBRE O SETOR TURÍSTICO DE GRAMADO;MICHEL BREGOLIN
UFBA;DESENVOLVIMENTO DE UMA PLATAFORMA INTELIGENTE DE ACOMPANHAMENTO E AUXÍLIO AO DIAGNÓSTICO ODONTOLÓGICO;PATRICIA RAMOS CURY
BUTANTAN;MÉTODOS E PROCESSOS NO DESENVOLVIMENTO E MELHORIA DE PRODUTOS BIOTECNOLÓGICOS;ELIANA FAQUIM DE LIMA MAURO
UNIVASSOURAS;DESENVOLVIMENTO DE APLICATIVO PARA CLASSIFICAÇÃO DA GRAVIDADE DO PACIENTE TRAUMATIZADO E CARTILHA SOBRE HEMATÚRIA PARA ORIENTAÇÃO DE PACIENTES EM UNIDADES BÁSICAS DE SAÚDE;FILIPE MOREIRA DE ANDRADE
UNIVASSOURAS;DESENVOLVIMENTO DE APLICATIVO PARA CELULAR PARA MONITORAMENTO DOS USUÁRIOS PORTADORES DE HIPERTENSÃO ARTERIAL;MONICA DE ALMEIDA CARREIRO
UFCAT;Tecnologias integradas ao uso remineralizadores com microrganismos em sistemas integrados de cultivo;RAFAEL FELIPPE RATKE
UTFPR;Desenvolvimento de Tecnologias Ambientais;ALESANDRO BAIL
FPP;Consolidação do Núcleo de Inovação e Empreendedorismo das Faculdades Pequeno Príncipe;MARIA ROSA MACHADO PRADO
SES/SP-CCD;DEN-03-IB: Ensaio clínico fase III para avaliação da eficácia e segurança da vacina Dengue 1, 2, 3 e 4 (atenuada) do Instituto Butantan.;ESPER GEORGES KALLAS
UFMG;Curso de Gestão Pública: Qualidade, Inovação e Avaliação;GERALDA LUIZA DE MIRANDA
UNESP-PRESIDENTE PRUDENTE;DEBATES CONTEMPORÂNEOS ENTRE SAÚDE MENTAL, BEM ESTAR E LAZER: A CRIAÇÃO DE MATERIAIS DIGITAIS PARA O FORTALECIMENTO DO CURSO DE EDUCAÇÃO FÍSICA;RUHENA KELBER ABRAO FERREIRA
UNIFESP;A VIABILIZAÇÃO TÉCNICA E REGULATÓRIA DAS CÉLULAS-TRONCO NA MEDICINA REGENERATIVA: DA TERAPIA À ESTÉTICA;LYDIA MASAKO FERREIRA
UNIVAP;Avaliação de amplitude de movimento e de força do conjunto osteomioarticular, com a utilização de acelerômetro e giroscópio;MARIO OLIVEIRA LIMA
UB;Bioengenharia de tecidos musculoesqueléticos;THIAGO DOMINGUES STOCCO
UNIFESP;DISPOSITIVO DE PROTEÇÃO VENTILATORIA E FACIAL FABRICADO POR IMPRESSÃO TRIDIMENSIONAL;JUAN CARLOS MONTANO PEDROSO
UNIVAP;Sistema de detecção de osteoartrose em joelhos por meios do processamento de som utilizando inteligência artificial;FERNANDA PUPIO SILVA LIMA
UNIFESP;LIVRO: TERAPIA POR PRESSÃO NEGATIVA NO TRATAMENTO AVANÇADO DE FERIDAS PRINCIPIOS E RECOMENDAÇÕES;LEILA BLANES
UFPE;Derivados de grafeno obtidos de forma sustentável para aplicação no preparo de sementes e na nutrição do solo;BRAULIO SILVA BARROS
UNISC;Bioconversão de resíduos agroindustriais para produção de ração animal e biofertilizante;DIEGO PRADO DE VARGAS
UFRJ;SOM – Sulphur Oxidising Bacteria;ANDREW MACRAE
UFRPE;Prospecção de Substâncias Biológicas;KEILA APARECIDA MOREIRA
UNESPAR;Formar em Ação;NAJELA TAVARES UJIIE
UFBA;INTEGRANDO BIG DATA, DRUGBANK E PLATAFORMA DE ENSAIO 3D PARA A VALIDAÇÃO DO REPOSICIONAMENTO DE FÁRMACOS PARA O TRATAMENTO ONCOLÓGICO;CLARISSA ARAUJO GURGEL ROCHA
UFMA;Implementação do Laboratório de Inovação e Tecnologia Rural - UFMA/CCCh;NITALO ANDRE FARIAS MACHADO
UNIMONTES;Centro de Tecnologia e Inovação em Agrobiodiversidade;DARIO ALVES DE OLIVEIRA
UNISUAM;Métodos inovadores em avaliação funcional;CONRADO TORRES LAETT
UFPEL;Desenvolvimento de testes sorológicos nacionais (Point-of-Care e ELISA) para COVID-19;FABRICIO ROCHEDO CONCEICAO
UNILA;Conectando teoria e prática: um projeto de monitoria em biologia molecular para a construção e sedimentação do conhecimento;WEBER BERINGUI FEITOSA
UCS;Observatório de Turismo da Serra Gaúcha;SUZANA MARIA DE CONTO
PUCRS;Desenvolvimento de membranas de poli(líquidos)iônicos para remoção de CO2 de correntes gasosas;SANDRA MARA OLIVEIRA EINLOFT
UFPR;PREPARAÇÃO E CARACTERIZAÇÃO DE NANOCELULOSE DE PAINA, SUA INCORPORAÇÃO EM NANOCOMPÓSITOS PREPARADOS IN SITU ATRAVÉS DA POLIMERIZAÇÃO EM SUSPENSÃO OU EMULSÃO E USO EM APLICAÇÕES TECNOLÓGICAS;THAIS HELENA SYDENSTRICKER FLORES SAHAGUN
UEM;Epidemiologia e fisiopatologia da Covid-19 aplicadas a inovação na prevenção, manejo, diagnóstico e abordagens terapêuticas;QUIRINO ALVES DE LIMA NETO
UNIOESTE;“Determinação de condicionantes para o melhoramento de produto simbiótico (bioinsumo) com uso de micro-organismos de bioaumentação”.;PITAGORAS AUGUSTO PIANA
MACKENZIE;MERCADOS ILÍCITOS NA REGIÃO DAS AMÉRICAS: FORTALECIMENTO DA CAPACIDADE DAS FORÇAS POLICIAIS NACIONAIS;FABIO RAMAZZINI BECHARA
IFRN;UTILIZAÇÃO DE BIOCARVÃO PARA ADSORÇÃO DE GLIFOSATO DE MEIO AQUOSO;ROBERTO RODRIGUES CUNHA LIMA
USP;Desenvolvimento de sistema de gestão da inovação para a Polícia Federal;MARIO SERGIO SALERNO
IFRS;Inovação pedagógica e qualificação da Educação Básica;CARINE BUEIRA LOUREIRO
UFF;Lagoa Viva;EDUARDO CAMILO DA SILVA
UFBA;Abordagem Biotecnologica da Doença Falciforme;VITOR ANTONIO FORTUNA
UFRRJ;Rede de Sensoriamento de Baixo Custo para Monitoramento de Dados Hidrometeorológicos e Alertas de Inundação;TIAGO BADRE MARINO
UFPA;OBTENÇÃO DE GEL À BASE DE EXTRATO DE CANABIDIOL E PREGABALINA PARA O TRATAMENTO DA HIPERSENSIBILIDADE DENTINÁRIA CERVICAL;JESUINA LAMARTINE NOGUEIRA ARAUJO
UFPE;CADEIA PRODUTIVA DO LICURI: INOVAÇÃO SUSTENTÁVEL PARA BIOECONOMIA DA CAATINGA;MARIA TEREZA DOS SANTOS CORREIA
UNESC;Hub Movimento Empresas Juniores Unesc;OSCAR RUBEM KLEGUES MONTEDO
UFV;O USO DE NOVAS TECNOLOGIAS INFORMACIONAIS APLICADAS AO PLANEJAMENTO URBANO;TERESA CRISTINA DE ALMEIDA FARIA
UFC;PG (LEAB) Cientista Chefe em Meio Ambiente: Ciência e Inovação em Políticas Públicas;LUIS ERNESTO ARRUDA BEZERRA
UFC;Inovações nas Práticas Avaliativas e Ferramentas Educacionais para o Ensino de Ciências Morfofuncionais e da Saúde;RENATA DE SOUSA ALVES
UNIPAR;BIOTECNOLOGIA DE PRODUTOS NATURAIS APLICADOS À SAÚDE ÚNICA;JAQUELINE HOSCHEID
UFC;Laboratório de Inovação e Pesquisa em Morfologia (iLAB-UFC);VIRGINIA CLAUDIA CARNEIRO GIRAO
UNIFEI;Antonio Carlos Zambroni de Sousa (Coord.) FAPEMIG 009/2023. UMA PROPOSTA HOLÍSTICA DE TRANSIÇÃO ENERGÉTICA PARA IMPLEMENTAÇÃO DE CIDADES INTELIGENTES;ANTONIO CARLOS ZAMBRONI DE SOUZA
UFPE;PROJETÃO: Inovação e empreendimentos;MANOEL GUEDES ALCOFORADO NETO
UFMT;Estudo dos efeitos químicos e farmacológicos de bebida fermentada a base de kefir e torta (resíduo desengordurado) da Attalea phalerataem modelo animal de obesidade;SUELEM APARECIDA DE FRANCA LEMES
UFU;Desenvolvimento de Metodologia utilizando o conceito BIM (Building Information Modelling) aplicada a projetos de Subestações Integrado a Sistemas de Inteligência Geográfica (SIG);ALEXANDRE CARDOSO
UFSCAR;PROJETO DE INOVAÇÃO: Desenvolvimento de blendas e compósitos de baixo custo a base de amido reticulado;ALESSANDRA DE ALMEIDA LUCAS
UFSCAR;PROJETO DE INOVAÇÃO: EMBRAPII: Utilização de Resíduo Proveniente de Desbaste de Vidros Processados como Matéria Prima na Indústria Vidreira.;ANA CANDIDA MARTINS RODRIGUES
UFJF;DESENVOLVIMENTO E VALIDAÇÃO DE SISTEMA INTELIGENTE MÓVEL PARA AVALIAÇÃO MULTIDIMENSIONAL DE IDOSOS: AVALIAÇÃO CLÍNICA, PSICOSSOCIAL E FUNCIONAL;RICARDO BEZERRA CAVALCANTE
UFU;PRIME-NanoMed: Polo Mineiro de Referência em Inovação de Materiais Estratégicos para Nanomedicina;CARLOS EDUARDO CALZAVARA SILVA
UNIOESTE;POIO A PESQUISA E ESTRUTURAÇÃO DO SISTEMA VERTICAL PARA PRODUÇÃO DE PEIXES E INTEGRAÇÃO DE CADEIAS PRODUTIVAS;ALTEVIR SIGNOR
UNEMAT-BARRA DO BUGRES;Desenvolvimento de Website para Agência de Inovação da Unemat;JUSSARA DE ARAUJO GONCALVES
UNIOESTE;Transformar Ideias em Novos Mercados e Negócios Inovadores;ALTEVIR SIGNOR
UMC;ENSINO EM SAÚDE COM MODELAGEM E IMPRESSÃO 3D;CAIO JUNJI TANAKA
UNEMAT-BARRA DO BUGRES;Sistema de avaliação e monitoramento da Pesca profissional do Estado de Mato Grosso / SISPESCA-MT;CLAUMIR CESAR MUNIZ
UFOP;Bolsista de Produtividade Desen. Tec. e Extensão Inovadora do CNPq - Nível 2;PAULO SANTOS ASSIS
IFES;Influencia das Propriedades da escória e Padrões operacionais na Eficiência do Slag Splashing;JOSE ROBERTO DE OLIVEIRA
UFRJ;Desenvolvimento de bioprocesso para produção de etanol de segunda geração;ARGIMIRO RESENDE SECCHI
UESC;Emprego dos resíduos da promoção de cerveja e do beneficiamento do cacau na produção de etanol;ELIZAMA AGUIAR DE OLIVEIRA
